,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,NST_B_Label
2482,1678442448,1678442448,1873.9628,1874.013359,0.05056,12,14,1688,1280,488.0,200.0,52.0,52.0,140.667,91.429,267088.376,202531.47,1064,552,436.0,148.0,0.0,0.0,88.667,39.429,0.004596277,0.001357152,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.033,0.009,0.0,0.0,0.008056,0.001645,1
2484,1678442437,1678442437,1863.046758,1863.048628,0.001871,2,0,72,0,36.0,,36.0,,36.0,,307831.204,0.0,8,0,4.0,,4.0,,4.0,,0.001870155,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2485,1678442449,1678442449,1874.759759,1874.762289,0.002531,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,986133.306,657422.204,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000740051,0.000310342,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.00062,0.000955,1
2487,1678442449,1678442450,1875.389526,1875.753183,0.363658,22,26,3268,4818,574.0,1412.0,52.0,52.0,148.545,185.308,71891.723,105989.694,2108,3450,522.0,1360.0,0.0,0.0,95.818,132.692,0.017295894,0.013093481,64.0,64.0,1.0,0.923,0.0,0.0,0.0,0.0,0.364,0.538,0.091,0.077,0.0,0.0,8951.273,5403.923,0.0,0.0,0.254,0.009,0.0,0.0,0.035059,0.001261,1
2488,1678442451,1678442451,1876.576314,1876.578867,0.002554,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,977295.826,651530.551,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000757694,0.000306288,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000638,0.000957,1
2489,1678442451,1678442452,1877.155257,1877.53728,0.382024,26,28,3580,4922,574.0,1412.0,52.0,52.0,137.692,175.786,74969.093,103072.032,2212,3450,522.0,1360.0,0.0,0.0,85.077,123.214,0.015248528,0.014149004,64.0,64.0,1.0,0.929,0.0,0.0,0.077,0.071,0.385,0.5,0.077,0.071,0.0,0.0,8910.769,5053.929,0.0,0.0,0.264,0.006,0.0,0.0,0.031772,0.000965,1
2491,1678442450,1678442450,1875.985061,1875.985066,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2492,1678442439,1678442439,1865.079223,1865.079223,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
2493,1678442439,1678442439,1865.081003,1865.081003,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2494,1678442454,1678442454,1879.958752,1879.961255,0.002504,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,996742.751,664495.167,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000739336,0.000307719,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000636,0.000932,1
2495,1678442454,1678442454,1880.081537,1880.081541,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2496,1678442455,1678442455,1880.663627,1881.16264,0.499014,32,38,4848,8060,574.0,1412.0,52.0,52.0,151.5,212.105,77721.237,129214.764,3152,6052,522.0,1360.0,0.0,0.0,98.5,159.263,0.016068612,0.013486843,64.0,64.0,1.0,0.895,0.0,0.0,0.062,0.053,0.312,0.474,0.125,0.105,0.0,0.0,9050.0,7210.105,0.0,0.0,0.44,0.007,0.0,0.0,0.042679,0.000891,1
2497,1678442455,1678442455,1881.105026,1881.105031,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2498,1678442455,1678442455,1881.168147,1881.343218,0.175072,16,18,2000,1640,488.0,200.0,52.0,52.0,125.0,91.111,91390.97,74940.595,1168,704,436.0,148.0,0.0,0.0,73.0,39.111,0.0116714,0.008293418,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.556,0.0,0.0,0.0,0.0,8688.0,500.667,0.0,0.0,0.035,0.007,0.0,0.0,0.012713,0.001099,1
2499,1678442458,1678442458,1883.694968,1884.187407,0.49244,22,26,2428,4364,574.0,1412.0,52.0,52.0,110.364,167.846,39444.397,70895.942,1252,2980,522.0,1360.0,0.0,0.0,56.909,114.615,0.023449478,0.019609995,64.0,64.0,1.0,0.846,0.0,0.0,0.182,0.154,0.273,0.308,0.182,0.154,0.0,0.0,9346.182,10306.846,0.0,0.0,0.031,0.002,0.0,0.0,0.006868,0.000623,1
2501,1678442432,1678442432,1857.441016,1857.441016,1e-06,1,0,105,0,105.0,,105.0,,105.0,,840000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2502,1678442430,1678442430,1855.821385,1855.821385,1e-06,1,0,116,0,116.0,,116.0,,116.0,,928000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2503,1678442456,1678442456,1882.128978,1882.128983,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2505,1678442449,1678442449,1875.048196,1875.05011,0.001915,2,0,72,0,36.0,,36.0,,36.0,,300779.465,0.0,8,0,4.0,,4.0,,4.0,,0.001914024,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2507,1678442460,1678442460,1885.74405,1885.74423,0.000181,3,0,351,0,117.0,,117.0,,117.0,,15513295.57,0.0,0,0,0.0,,0.0,,0.0,,9e-05,,,,,,,,,,,,,,,,,,,,,,,,,,0
2508,1678442461,1678442461,1886.85242,1887.264073,0.411654,28,32,3784,7492,574.0,1412.0,52.0,52.0,135.143,234.125,73537.52,145598.072,2296,5796,522.0,1360.0,0.0,0.0,82.0,181.125,0.0152464,0.013215934,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.25,0.0,0.0,0.032,0.002,0.0,0.0,0.010399,0.000701,1
2509,1678442461,1678442461,1887.24883,1887.248834,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2510,1678442455,1678442455,1880.439162,1880.439162,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
2511,1678442455,1678442455,1880.441013,1880.441013,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2512,1678442418,1678442418,1843.519753,1843.917464,0.397712,8,0,2624,0,328.0,,328.0,,328.0,,52781.907,0.0,2400,0,300.0,,300.0,,300.0,,0.056815863,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2513,1678442462,1678442462,1887.718233,1887.833229,0.114997,24,26,3376,2424,488.0,200.0,52.0,52.0,140.667,93.231,234858.39,168630.55,2128,1072,436.0,148.0,0.0,0.0,88.667,41.231,0.004999824,0.003209038,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.615,0.0,0.0,0.0,0.0,8688.0,500.538,0.0,0.0,0.039,0.006,0.0,0.0,0.010036,0.00131,1
2514,1678442464,1678442464,1889.587347,1889.853995,0.266649,18,20,2204,3954,574.0,1412.0,52.0,52.0,122.444,197.7,66124.367,118627.835,1252,2898,522.0,1360.0,0.0,0.0,69.556,144.9,0.01568518,0.013930634,64.0,64.0,1.0,0.9,0.0,0.0,0.222,0.2,0.333,0.3,0.111,0.1,0.0,0.0,9009.778,6874.5,0.0,0.0,0.035,0.002,0.0,0.0,0.008656,0.000707,1
2516,1678442464,1678442465,1890.121361,1890.53314,0.41178,34,38,4956,5978,574.0,1412.0,52.0,52.0,145.765,157.316,96284.441,116139.707,3172,3986,522.0,1360.0,0.0,0.0,93.294,104.895,0.012478149,0.010227487,64.0,64.0,1.0,0.947,0.0,0.0,0.0,0.0,0.412,0.579,0.059,0.053,0.0,0.0,8858.353,3855.158,0.0,0.0,0.261,0.008,0.0,0.0,0.025998,0.001254,1
2517,1678442467,1678442467,1892.617878,1893.054073,0.436196,18,20,2204,3954,574.0,1412.0,52.0,52.0,122.444,197.7,40422.183,72517.836,1252,2898,522.0,1360.0,0.0,0.0,69.556,144.9,0.025658537,0.02285163,64.0,64.0,1.0,0.9,0.0,0.0,0.222,0.2,0.333,0.3,0.111,0.1,0.0,0.0,9009.778,6874.5,0.0,0.0,0.039,0.002,0.0,0.0,0.009127,0.000855,1
2518,1678442466,1678442466,1892.369346,1892.36935,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2519,1678442467,1678442467,1893.392689,1893.392694,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2520,1678442467,1678442468,1893.306483,1893.703047,0.396565,34,38,4956,5994,574.0,1412.0,52.0,52.0,145.765,157.737,99978.564,120918.385,3172,4002,522.0,1360.0,0.0,0.0,93.294,105.316,0.012002186,0.00964619,64.0,64.0,1.0,0.947,0.0,0.0,0.0,0.0,0.412,0.579,0.059,0.053,0.0,0.0,8858.353,3855.158,0.0,0.0,0.271,0.009,0.0,0.0,0.028693,0.001121,1
2521,1678442470,1678442470,1895.657395,1896.034959,0.377565,8,8,624,416,104.0,52.0,52.0,52.0,78.0,52.0,13221.558,8814.372,208,0,52.0,0.0,0.0,0.0,26.0,0.0,0.053895576,0.053692443,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000603,0.001,1
2522,1678442470,1678442471,1896.319197,1896.75323,0.434034,32,38,4848,8340,574.0,1412.0,52.0,52.0,151.5,219.474,89357.023,153720.621,3152,6332,522.0,1360.0,0.0,0.0,98.5,166.632,0.013982388,0.01068911,64.0,64.0,1.0,0.895,0.0,0.0,0.0,0.0,0.312,0.526,0.125,0.105,0.0,0.0,9050.0,7209.789,0.0,0.0,0.318,0.009,0.0,0.0,0.0343,0.001006,1
2523,1678442468,1678442468,1894.41678,1894.416784,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2524,1678442461,1678442461,1887.048234,1887.050004,0.001771,2,0,72,0,36.0,,36.0,,36.0,,325236.391,0.0,8,0,4.0,,4.0,,4.0,,0.00177002,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2525,1678442471,1678442471,1896.945442,1897.003077,0.057636,12,12,1688,1176,488.0,200.0,52.0,52.0,140.667,98.0,234297.728,163231.119,1064,552,436.0,148.0,0.0,0.0,88.667,46.0,0.005239552,0.001629981,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,8688.0,500.5,0.0,0.0,0.039,0.009,0.0,0.0,0.00944,0.001911,1
2526,1678442473,1678442473,1898.513665,1898.513669,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2528,1678442474,1678442474,1899.536682,1899.536686,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2529,1678442474,1678442474,1900.150015,1900.263897,0.113883,20,24,3160,7076,574.0,1412.0,52.0,52.0,158.0,294.833,221982.548,497072.314,2088,5796,522.0,1360.0,0.0,0.0,104.4,241.5,0.005968307,0.004936477,64.0,64.0,1.0,0.833,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.167,0.0,0.0,9267.2,11124.0,0.0,0.0,0.037,0.001,0.0,0.0,0.014133,0.000489,1
2530,1678442475,1678442475,1900.71002,1900.832988,0.122969,24,28,3376,2400,488.0,200.0,52.0,52.0,140.667,85.714,219632.665,156136.965,2128,944,436.0,148.0,0.0,0.0,88.667,33.714,0.005346433,0.003083741,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,500.571,0.0,0.0,0.039,0.009,0.0,0.0,0.010315,0.001404,1
2532,1678442478,1678442478,1903.583144,1904.073091,0.489948,16,14,1896,1376,488.0,200.0,52.0,52.0,118.5,98.286,30958.382,22467.687,1064,648,436.0,148.0,0.0,0.0,66.5,46.286,0.032663139,0.035084468,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.375,0.714,0.0,0.0,0.0,0.0,8688.0,500.571,0.0,0.0,0.033,0.009,0.0,0.0,0.008246,0.001716,1
2533,1678442464,1678442464,1889.444675,1889.444679,5e-06,4,0,1312,0,328.0,,328.0,,328.0,,2077134252.0,0.0,1200,0,300.0,,300.0,,300.0,,1.35e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2534,1678442475,1678442475,1900.560667,1900.560671,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2535,1678442463,1678442463,1889.079246,1889.079246,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
2536,1678442463,1678442463,1889.081064,1889.081064,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2537,1678442479,1678442479,1904.657412,1904.657416,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2538,1678442478,1678442478,1904.101118,1904.152984,0.051867,12,14,1688,1136,488.0,136.0,52.0,52.0,140.667,81.143,260359.147,175218.004,1064,408,436.0,84.0,0.0,0.0,88.667,29.143,0.004715074,0.001139311,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.571,0.0,0.0,0.0,0.0,8688.0,500.571,0.0,0.0,0.037,0.006,0.0,0.0,0.008905,0.001222,1
2539,1678442478,1678442478,1904.281903,1904.281906,4e-06,4,0,1312,0,328.0,,328.0,,328.0,,2718450560.0,0.0,1200,0,300.0,,300.0,,300.0,,9.54e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2540,1678442480,1678442480,1905.680509,1905.680513,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2543,1678442481,1678442481,1906.578393,1906.578395,3e-06,4,0,1312,0,328.0,,328.0,,328.0,,3610162153.0,0.0,1200,0,300.0,,300.0,,300.0,,6.36e-07,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2544,1678442482,1678442482,1907.433046,1907.433047,2e-06,2,0,104,0,52.0,,52.0,,52.0,,425864225.7,0.0,0,0,0.0,,0.0,,0.0,,9.54e-07,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8688.0,,0.0,,,,,,,,1
2545,1678442483,1678442484,1909.014956,1909.463037,0.448082,26,28,3580,4922,574.0,1412.0,52.0,52.0,137.692,175.786,63916.87,87876.769,2212,3450,522.0,1360.0,0.0,0.0,85.077,123.214,0.017923241,0.015318738,64.0,64.0,1.0,0.929,0.0,0.0,0.077,0.071,0.385,0.5,0.077,0.071,0.0,0.0,8910.769,5053.286,0.0,0.0,0.262,0.006,0.0,0.0,0.032407,0.000978,1
2546,1678442484,1678442485,1910.007426,1910.4996,0.492175,8,10,536,618,104.0,93.0,52.0,52.0,67.0,61.8,8712.35,10045.209,104,82,52.0,41.0,0.0,0.0,13.0,8.2,0.070310559,0.05444622,64.0,64.0,1.0,0.8,0.0,0.0,0.25,0.2,0.25,0.2,0.25,0.2,0.0,0.0,9774.0,13249.2,0.0,0.0,0.001,0.002,0.001,0.0,0.000577,0.000654,1
2547,1678442481,1678442481,1906.704507,1906.704511,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2548,1678442473,1678442473,1899.05069,1899.052616,0.001927,2,0,72,0,36.0,,36.0,,36.0,,298881.731,0.0,8,0,4.0,,4.0,,4.0,,0.001926184,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2549,1678442485,1678442485,1910.800967,1910.800972,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2553,1678442486,1678442486,1911.824501,1911.824505,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2556,1678442462,1678442462,1887.44161,1887.44161,1e-06,1,0,105,0,105.0,,105.0,,105.0,,840000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2558,1678442488,1678442488,1913.762009,1914.133095,0.371087,22,26,3268,4690,574.0,1412.0,52.0,52.0,148.545,180.385,70452.459,101108.333,2108,3322,522.0,1360.0,0.0,0.0,95.818,127.769,0.017646381,0.013253326,64.0,64.0,1.0,0.923,0.0,0.0,0.0,0.0,0.364,0.538,0.091,0.077,0.0,0.0,8951.273,5403.462,0.0,0.0,0.264,0.006,0.0,0.0,0.036188,0.000933,1
2559,1678442487,1678442487,1912.848533,1912.848538,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2561,1678442490,1678442490,1915.744962,1915.745529,0.000568,3,0,351,0,117.0,,117.0,,117.0,,4944015.529,0.0,0,0,0.0,,0.0,,0.0,,0.00028348,,,,,,,,,,,,,,,,,,,,,,,,,,0
2562,1678442491,1678442491,1916.944821,1916.944825,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2563,1678442492,1678442492,1917.968403,1917.968407,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2564,1678442491,1678442492,1917.248888,1917.603093,0.354206,22,24,3268,4714,574.0,1412.0,52.0,52.0,148.545,196.417,73810.178,106469.149,2108,3450,522.0,1360.0,0.0,0.0,95.818,143.75,0.016838471,0.013856255,64.0,64.0,1.0,0.917,0.0,0.0,0.0,0.0,0.364,0.583,0.091,0.083,0.0,0.0,8951.273,5812.0,0.0,0.0,0.248,0.006,0.0,0.0,0.034451,0.001026,1
2565,1678442494,1678442494,1919.517616,1919.520376,0.002761,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,904042.066,602694.711,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000817617,0.000322342,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000659,0.00105,1
2568,1678442493,1678442493,1918.992205,1918.99221,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2569,1678442497,1678442497,1922.827244,1923.323785,0.496542,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,30482.818,60353.401,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.038195463,0.032962338,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8468.625,0.0,0.0,0.039,0.002,0.0,0.0,0.010827,0.000685,1
2570,1678442497,1678442497,1923.088654,1923.088659,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2571,1678442498,1678442498,1924.112208,1924.112212,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2572,1678442498,1678442498,1923.588191,1923.643057,0.054867,12,12,1688,1176,488.0,200.0,52.0,52.0,140.667,98.0,246122.103,171468.953,1064,552,436.0,148.0,0.0,0.0,88.667,46.0,0.004987825,0.001643809,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.036,0.009,0.0,0.0,0.008918,0.001897,1
2573,1678442500,1678442500,1925.774675,1925.77721,0.002536,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,984186.477,656124.318,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000756343,0.000281652,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000578,0.000978,1
2575,1678442486,1678442486,1912.409113,1912.409113,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2576,1678442499,1678442499,1925.136201,1925.136205,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2577,1678442500,1678442501,1926.289936,1926.663046,0.373111,22,24,3268,4714,574.0,1412.0,52.0,52.0,148.545,196.417,70070.29,101074.464,2108,3450,522.0,1360.0,0.0,0.0,95.818,143.75,0.017739534,0.014625259,64.0,64.0,1.0,0.917,0.0,0.0,0.0,0.0,0.364,0.583,0.091,0.083,0.0,0.0,8951.273,5812.5,0.0,0.0,0.268,0.007,0.0,0.0,0.036384,0.001006,1
2578,1678442504,1678442504,1929.540726,1930.037085,0.49636,24,30,3476,4898,574.0,1412.0,52.0,52.0,144.833,163.267,56023.841,78942.685,2212,3322,522.0,1360.0,0.0,0.0,92.167,110.733,0.021557611,0.017061102,64.0,64.0,1.0,0.933,0.0,0.0,0.083,0.067,0.417,0.467,0.083,0.067,0.0,0.0,8929.333,4750.4,0.0,0.0,0.26,0.006,0.0,0.0,0.032134,0.000945,1
2579,1678442503,1678442503,1929.232422,1929.232426,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2580,1678442504,1678442504,1930.256131,1930.256135,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2581,1678442504,1678442504,1930.073043,1930.073044,2e-06,2,0,104,0,52.0,,52.0,,52.0,,425864225.7,0.0,0,0,0.0,,0.0,,0.0,,9.54e-07,,64.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8688.0,,0.0,,,,,,,,1
2582,1678442506,1678442506,1931.969774,1931.972359,0.002586,4,4,312,208,104.0,52.0,52.0,52.0,78.0,52.0,965221.763,643481.175,104,0,52.0,0.0,0.0,0.0,26.0,0.0,0.000759999,0.000325998,64.0,64.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,8688.0,501.0,0.0,0.0,0.001,0.002,0.001,0.0,0.000672,0.000955,1
2583,1678442497,1678442497,1923.050754,1923.052662,0.001909,2,0,72,0,36.0,,36.0,,36.0,,301756.242,0.0,8,0,4.0,,4.0,,4.0,,0.001907825,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
2584,1678442507,1678442507,1932.638444,1933.00305,0.364607,22,26,3268,4818,574.0,1412.0,52.0,52.0,148.545,185.308,71704.575,105713.782,2108,3450,522.0,1360.0,0.0,0.0,95.818,132.692,0.017336675,0.01320672,64.0,64.0,1.0,0.923,0.0,0.0,0.0,0.0,0.364,0.538,0.091,0.077,0.0,0.0,8951.273,5404.154,0.0,0.0,0.26,0.007,0.0,0.0,0.035393,0.001071,1
2585,1678442505,1678442505,1931.28012,1931.280124,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2586,1678442509,1678442510,1935.365466,1935.653717,0.288252,14,16,1892,3746,574.0,1412.0,52.0,52.0,135.143,234.125,52509.624,103964.614,1148,2898,522.0,1360.0,0.0,0.0,82.0,181.125,0.022173148,0.019078604,64.0,64.0,1.0,0.875,0.0,0.0,0.143,0.125,0.286,0.375,0.143,0.125,0.0,0.0,9101.714,8467.875,0.0,0.0,0.033,0.002,0.0,0.0,0.009873,0.000818,1
2587,1678442509,1678442509,1935.376893,1935.376898,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
2588,1678442510,1678442510,1936.400006,1936.40001,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
