start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,NST_B_Label
1678442441.872608,1678442442,1867.793782,1867.793784,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442442.896102,1678442442.896104,1868.817276,1868.817278,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442443.920068,1678442443.920069,1869.841242,1869.841243,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442448.016465,1678442448.016467,1873.937639,1873.937641,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442437.127454,1678442437.127454,1863.048628,1863.048628,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442449.040024,1678442449.040026,1874.961198,1874.9612,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442450.063887,1678442450,1875.985061,1875.985064,4e-06,2,0,120,0,60,,60,,60,,234178239.5,0,0,0,0,,0,,0,,3.0994415283203125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442454.160364,1678442454.160365,1880.081538,1880.081539,2e-06,2,0,120,0,60,,60,,60,,437937644.9,0,0,0,0,,0,,0,,1.1920928955078125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442455.183852,1678442455.183855,1881.105026,1881.105029,4e-06,2,0,120,0,60,,60,,60,,234178239.5,0,0,0,0,,0,,0,,3.0994415283203125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442456.207805,1678442456.207807,1882.128979,1882.128981,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442432.331228,1678442432.331228,1858.252402,1858.252402,1e-06,1,0,102,0,102,,102,,102,,816000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442430.765033,1678442430.765033,1856.686207,1856.686207,1e-06,1,0,115,0,115,,115,,115,,920000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442449.128935,1678442449.128935,1875.050109,1875.050109,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442460.304214,1678442460.304215,1886.225388,1886.225389,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442460.692819,1678442460.692819,1886.613993,1886.613993,1e-06,1,0,114,0,114,,114,,114,,912000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442461.327657,1678442461.327658,1887.248831,1887.248832,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442417.598579,1678442417.996288,1843.519753,1843.917462,0.39771,4,0,1312,0,328,,328,,328,,26391.08,0,1200,0,300,,300,,300,,0.1325697104136149,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442462.351723,1678442462.351725,1888.272897,1888.272899,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442466.448173,1678442466.448175,1892.369347,1892.369349,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442467.471516,1678442467.471519,1893.39269,1893.392693,4e-06,2,0,120,0,60,,60,,60,,234178239.5,0,0,0,0,,0,,0,,3.0994415283203125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442468.495606,1678442468.495608,1894.41678,1894.416782,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442461.129015,1678442461.129015,1887.050189,1887.050189,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442472.592492,1678442472.592494,1898.513666,1898.513668,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442473.615509,1678442473.615511,1899.536683,1899.536685,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442463.523501,1678442463.523503,1889.444675,1889.444677,3e-06,2,0,656,0,328,,328,,328,,1668273476,0,600,0,300,,300,,300,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442474.639493,1678442474.639495,1900.560667,1900.560669,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442478.736238,1678442479,1904.657412,1904.657414,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442478.360728,1678442478.360729,1904.281902,1904.281903,2e-06,2,0,656,0,328,,328,,328,,2686220500,0,600,0,300,,300,,300,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442479.759336,1678442479.759338,1905.68051,1905.680512,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442480.657219,1678442481,1906.578393,1906.578394,2e-06,2,0,656,0,328,,328,,328,,2686220500,0,600,0,300,,300,,300,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442480.783334,1678442480.783336,1906.704508,1906.70451,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442473.131441,1678442473.131441,1899.052615,1899.052615,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442484.879795,1678442484.879797,1910.800969,1910.800971,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442485.903327,1678442485.903329,1911.824501,1911.824503,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442462.331924,1678442462.331924,1888.253098,1888.253098,1e-06,1,0,102,0,102,,102,,102,,816000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442460.764435,1678442460.764435,1886.685609,1886.685609,1e-06,1,0,115,0,115,,115,,115,,920000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442486.927359,1678442486.927361,1912.848533,1912.848535,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442491.023648,1678442491.023649,1916.944822,1916.944823,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442490.692989,1678442490.692989,1916.614163,1916.614163,1e-06,1,0,114,0,114,,114,,114,,912000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442492,1678442492.047231,1917.968404,1917.968405,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442485.131657,1678442485.131657,1911.052831,1911.052831,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442493.071033,1678442493.071034,1918.992207,1918.992208,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442497.167482,1678442497.167483,1923.088656,1923.088657,2e-06,2,0,120,0,60,,60,,60,,437937644.9,0,0,0,0,,0,,0,,1.1920928955078125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442498.191034,1678442498.191036,1924.112208,1924.11221,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442499.215028,1678442499.215029,1925.136202,1925.136203,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442503.311249,1678442503.311251,1929.232423,1929.232425,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442504.334957,1678442504.334959,1930.256131,1930.256133,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442497.131488,1678442497.131488,1923.052662,1923.052662,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442505.358947,1678442505.358949,1931.280121,1931.280123,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442509,1678442509.455722,1935.376894,1935.376896,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442510.478832,1678442510.478833,1936.400006,1936.400007,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442511.502815,1678442511.502817,1937.423989,1937.423991,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442515.599207,1678442515.599209,1941.520381,1941.520383,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442516.622639,1678442516.622641,1942.543813,1942.543815,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442492,1678442492,1918.254284,1918.254284,1e-06,1,0,102,0,102,,102,,102,,816000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442490.764513,1678442490.764513,1916.685687,1916.685687,1e-06,1,0,115,0,115,,115,,115,,920000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442509.139113,1678442509.139113,1935.060287,1935.060287,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442517.646687,1678442517.646689,1943.567861,1943.567863,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442520.693396,1678442520.693396,1946.61457,1946.61457,1e-06,1,0,114,0,114,,114,,114,,912000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442521.743213,1678442521.743215,1947.664387,1947.664389,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442522.766432,1678442522.766433,1948.687606,1948.687607,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442482.734776,1678442482.734778,1908.65595,1908.655952,3e-06,2,0,656,0,328,,328,,328,,1805081077,0,600,0,300,,300,,300,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442523.790576,1678442523.790578,1949.71175,1949.711752,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442527.887063,1678442527.887065,1953.808237,1953.808239,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442529,1678442528.910532,1954.831704,1954.831706,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442521.140784,1678442521.140784,1947.061958,1947.061958,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442529.934576,1678442529.934578,1955.85575,1955.855752,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442534.030871,1678442534.030873,1959.952045,1959.952047,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442535.054389,1678442535.054391,1960.975563,1960.975565,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678441918.963174,1678441919,1344.884348,1344.940764,0.056417,4,0,240,0,60,,60,,60,,34032.418,0,0,0,0,,0,,0,,0.018805265426635742,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442536,1678442536.078342,1961.999514,1961.999516,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442537.139702,1678442537.371386,1963.060876,1963.29256,0.231685,8,0,480,0,60,,60,,60,,16574.23,0,0,0,0,,0,,0,,0.03309771,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442540.174598,1678442540,1966.095772,1966.095774,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442541,1678442541.198272,1967.119444,1967.119446,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442527.570798,1678442527.570801,1953.491972,1953.491975,4e-06,2,0,656,0,328,,328,,328,,1280174376,0,600,0,300,,300,,300,,3.0994415283203125e-06,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442542.929799,1678442542.929801,1968.850973,1968.850975,3e-06,2,0,656,0,328,,328,,328,,1805081077,0,600,0,300,,300,,300,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442540.782798,1678442540.842913,1966.703972,1966.764087,0.060116,4,0,240,0,60,,60,,60,,31938.327,0,0,0,0,,0,,0,,0.020038286844889324,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442533.140978,1678442533.140978,1959.062152,1959.062152,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442542.222154,1678442542.222156,1968.143328,1968.14333,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442544,1678442544.077742,1969.998914,1969.998916,3e-06,2,0,656,0,328,,328,,328,,1668273476,0,600,0,300,,300,,300,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442546.319012,1678442546.319014,1972.240186,1972.240188,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442544.290919,1678442544,1970.212093,1970.263954,0.051862,4,0,240,0,60,,60,,60,,37021.292,0,0,0,0,,0,,0,,0.017287015914916992,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442547.342027,1678442547.342028,1973.263201,1973.263202,2e-06,2,0,120,0,60,,60,,60,,491381798.9,0,0,0,0,,0,,0,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442522.334659,1678442522.334659,1948.255833,1948.255833,1e-06,1,0,102,0,102,,102,,102,,816000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442520.766036,1678442520.766036,1946.68721,1946.68721,1e-06,1,0,115,0,115,,115,,115,,920000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442547.806841,1678442547.858773,1973.728015,1973.779947,0.051933,4,0,240,0,60,,60,,60,,36970.644,0,0,0,0,,0,,0,,0.017310698827107746,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442550.694206,1678442550.694206,1976.61538,1976.61538,1e-06,1,0,114,0,114,,114,,114,,912000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442548.365975,1678442548.365976,1974.287149,1974.28715,2e-06,2,0,120,0,60,,60,,60,,437937644.9,0,0,0,0,,0,,0,,1.1920928955078125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442552.462777,1678442552.462778,1978.383951,1978.383952,2e-06,2,0,120,0,60,,60,,60,,437937644.9,0,0,0,0,,0,,0,,1.1920928955078125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442553.486042,1678442553.486044,1979.407216,1979.407218,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442551.300578,1678442551.350621,1977.221752,1977.271795,0.050044,4,0,240,0,60,,60,,60,,38366.339,0,0,0,0,,0,,0,,0.016680956,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442545.146482,1678442545.146482,1971.067656,1971.067656,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442554.509847,1678442554.509849,1980.431021,1980.431023,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442558.606453,1678442558.606455,1984.527627,1984.527629,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442559.629881,1678442559.629883,1985.551055,1985.551057,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442560.653873,1678442560.653875,1986.575047,1986.575049,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442564.750223,1678442564.750225,1990.671397,1990.671399,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442565.773657,1678442565.773659,1991.694831,1991.694833,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442557.148022,1678442557.148022,1983.069196,1983.069196,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442567,1678442566.797722,1992.718894,1992.718896,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442570.894661,1678442570.894663,1996.815835,1996.815837,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442571.917666,1678442571.917668,1997.83884,1997.838842,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442572.941713,1678442572.941715,1998.862887,1998.862889,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442577.038365,1678442577.038366,2002.959539,2002.95954,2e-06,2,0,120,0,60,,60,,60,,437937644.9,0,0,0,0,,0,,0,,1.1920928955078125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442578.061603,1678442578.061605,2003.982777,2003.982779,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442552.335465,1678442552.335465,1978.256639,1978.256639,1e-06,1,0,102,0,102,,102,,102,,816000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442550.766898,1678442550.766898,1976.688072,1976.688072,1e-06,1,0,115,0,115,,115,,115,,920000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442569.149592,1678442569.149592,1995.070766,1995.070766,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442580.695814,1678442580.695814,2006.616988,2006.616988,1e-06,1,0,114,0,114,,114,,114,,912000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442579.085567,1678442579.085569,2005.006741,2005.006743,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442583.181859,1678442583.181861,2009.103033,2009.103035,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442584.205483,1678442584.205485,2010.126657,2010.126659,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442585.229484,1678442585.229486,2011.150658,2011.15066,3e-06,2,0,120,0,60,,60,,60,,330197757.9,0,0,0,0,,0,,0,,1.9073486328125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442029.078796,1678442029.366974,1454.99997,1455.288148,0.288179,4,0,240,0,60,,60,,60,,6662.521,0,0,0,0,,0,,0,,0.096059402,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678441477.110074,1678441477.110342,903.031248,903.031516,0.000269,1,1,60,60,60,60,60,60,60,60,1784502.823,1784502.823,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442589.325862,1678442589.325864,2015.247036,2015.247038,3e-06,2,0,120,0,60,,60,,60,,305171977.2,0,0,0,0,,0,,0,,2.1457672119140625e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442589.895084,1678442590.198804,2015.816258,2016.119978,0.303721,8,0,480,0,60,,60,,60,,12643.183,0,0,0,0,,0,,0,,0.043388571058000834,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442589.895183,1678442589.895183,2015.816357,2015.816357,1e-06,1,0,60,0,60,,60,,60,,480000000,0,0,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1678442547.287156,1678442547.287157,1973.20833,1973.208331,2e-06,2,0,656,0,328,,328,,328,,2686220500,0,600,0,300,,300,,300,,9.5367431640625e-07,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442590.349363,1678442590.349366,2016.270537,2016.27054,4e-06,2,0,120,0,60,,60,,60,,248638770.8,0,0,0,0,,0,,0,,2.86102294921875e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
1678442590.439687,1678442590.439691,2016.360861,2016.360865,5e-06,0,4,0,176,,44,,44,,44,0,278639960.6,0,0,,0,,0,,0,,1.3510386149088542e-06,,47.5,,0,,0,,0,,0,,1,,0,,1024,,0,,,,,,,1
1678442592,1678442591.958418,2017.461614,2017.879592,0.417979,6,66,264,2880,44,44,44,40,44,43.636,5052.888,55122.412,0,0,0,0,0,0,0,0,0.023159409,0.006430428,64,49.636,1,0,0,0,0,0,0,0,1,0.909,0,0.091,14600,930.909,0,0,,0,,0,,0.000273,1
1678442592.043666,1678442592.052803,2017.96484,2017.973977,0.009138,0,3,0,132,,44,,44,,44,0,115559.449,0,0,,0,,0,,0,,0.004568577,,50.667,,0,,0,,0,,0,,1,,0,,1024,,0,,,,,,,1
1678442581.150651,1678442581.150651,2007.071825,2007.071825,1e-06,1,0,36,0,36,,36,,36,,288000000,0,4,0,4,,4,,4,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0
1678442593.058503,1678442593.487316,2018.979677,2019.40849,0.428814,1,95,44,4176,44,44,44,40,44,43.958,820.869,77907.908,0,0,0,0,0,0,0,0,,0.00456184,64,48.474,1,0,0,0,0,0,0,0,1,0.989,0,0.011,14600,1013.221,0,0,,0,,0,,0.000432,1
1678442593.561048,1678442594,2019.482222,2019.909634,0.427413,0,80,0,3520,,44,,44,,44,0,65884.748,0,0,,0,,0,,0,,0.005410279,,48.4,,0,,0,,0,,0,,1,,0,,1024,,0,,,,,,,1
1678442594.062515,1678442594.492247,2019.983689,2020.413421,0.429733,0,89,0,3916,,44,,44,,44,0,72901.066,0,0,,0,,0,,0,,0.004883319,,47.787,,0,,0,,0,,0,,1,,0,,1024,,0,,,,,,,1
